Height,BMI,Sex,Weight
163.1,19.6,Female,52.1
166.0,27.72,Female,76.4
167.0,20.18,Female,56.3
172.4,28.27,Female,84.0
168.6,25.11,Female,71.4
157.9,28.47,Female,71.0
160.2,24.96,Female,64.1
163.9,26.84,Female,72.1
160.7,25.15,Female,64.9
161.5,18.99,Female,49.5
161.6,23.94,Female,62.5
164.7,27.81,Female,75.4
169.3,24.0,Female,68.8
162.8,33.38,Female,88.5
170.0,24.95,Female,72.1
159.8,19.08,Female,48.7
160.6,25.79,Female,66.5
165.6,21.94,Female,60.2
171.4,27.07,Female,79.5
185.3,26.29,Female,90.3
168.7,28.83,Female,82.0
150.4,25.85,Female,58.5
164.1,28.74,Female,77.4
174.9,25.8,Female,78.9
166.7,22.17,Female,61.6
165.4,28.17,Female,77.1
171.0,30.77,Female,90.0
162.4,24.47,Female,64.5
169.2,26.97,Female,77.2
163.5,18.82,Female,50.3
158.4,30.15,Female,75.6
166.6,28.65,Female,79.5
175.9,25.0,Female,77.4
157.5,22.45,Female,55.7
166.6,29.9,Female,83.0
159.8,23.03,Female,58.8
170.9,23.47,Female,68.5
175.1,25.33,Female,77.7
165.6,22.72,Female,62.3
167.4,26.54,Female,74.4
165.9,26.11,Female,71.9
156.8,13.29,Female,32.7
157.2,25.96,Female,64.2
165.0,26.55,Female,72.3
165.1,25.71,Female,70.1
179.4,25.87,Female,83.3
159.7,22.87,Female,58.3
178.4,20.12,Female,64.0
154.2,27.51,Female,65.4
168.2,28.23,Female,79.9
164.6,29.5,Female,79.9
173.9,31.86,Female,96.3
166.0,28.69,Female,79.1
168.3,23.23,Female,65.8
184.3,28.22,Female,95.9
159.7,20.51,Female,52.3
162.8,24.92,Female,66.0
163.5,30.12,Female,80.5
175.1,21.01,Female,64.4
173.7,23.7,Female,71.5
161.9,28.65,Female,75.1
155.2,31.03,Female,74.7
169.9,27.79,Female,80.2
175.9,24.02,Female,74.3
163.8,20.65,Female,55.4
170.0,24.81,Female,71.7
165.6,31.95,Female,87.6
166.3,27.25,Female,75.4
170.5,25.84,Female,75.1
169.7,26.46,Female,76.2
166.8,26.7,Female,74.3
153.9,21.97,Female,52.0
164.0,28.66,Female,77.1
164.5,26.53,Female,71.8
168.7,29.46,Female,83.8
173.0,25.03,Female,74.9
166.0,25.86,Female,71.3
169.9,26.57,Female,76.7
157.7,23.2,Female,57.7
167.8,24.06,Female,67.7
157.5,24.82,Female,61.6
162.0,23.12,Female,60.7
171.6,27.9,Female,82.2
170.8,28.18,Female,82.2
167.3,30.71,Female,86.0
173.7,25.28,Female,76.3
165.1,21.91,Female,59.7
169.5,25.9,Female,74.4
174.8,23.86,Female,72.9
161.3,29.88,Female,77.7
161.5,25.28,Female,65.9
169.8,22.71,Female,65.5
163.1,28.56,Female,76.0
161.3,28.84,Female,75.0
161.7,23.16,Female,60.6
156.2,24.16,Female,58.9
159.2,27.83,Female,70.5
171.9,25.33,Female,74.8
162.6,27.37,Female,72.4
170.1,20.52,Female,59.4
165.5,26.87,Female,73.6
163.0,33.92,Female,90.1
160.3,26.5,Female,68.1
166.9,22.53,Female,62.8
163.9,20.1,Female,54.0
160.5,23.67,Female,61.0
166.9,21.5,Female,59.9
155.5,24.81,Female,60.0
172.2,25.67,Female,76.1
153.8,27.84,Female,65.9
158.9,28.48,Female,71.9
169.8,27.41,Female,79.0
159.6,26.89,Female,68.5
161.4,22.77,Female,59.3
182.5,19.65,Female,65.4
171.5,24.96,Female,73.4
169.5,30.93,Female,88.9
162.8,20.1,Female,53.3
163.7,25.78,Female,69.1
164.6,22.52,Female,61.0
163.9,31.09,Female,83.5
151.8,29.3,Female,67.5
164.4,21.04,Female,56.9
165.3,28.44,Female,77.7
166.9,24.98,Female,69.6
152.7,27.76,Female,64.7
165.2,20.98,Female,57.3
167.0,24.52,Female,68.4
172.4,24.92,Female,74.1
168.4,29.01,Female,82.3
170.0,28.26,Female,81.7
161.2,18.0,Female,46.8
165.2,25.75,Female,70.3
167.0,30.23,Female,84.3
162.2,23.25,Female,61.2
165.9,20.68,Female,56.9
176.9,28.42,Female,88.9
171.2,27.18,Female,79.7
166.3,26.88,Female,74.3
166.7,28.67,Female,79.7
161.9,31.7,Female,83.1
160.2,24.71,Female,63.4
165.1,28.74,Female,78.3
174.8,23.09,Female,70.6
155.7,27.37,Female,66.4
161.3,27.73,Female,72.1
174.2,23.86,Female,72.4
174.7,30.31,Female,92.5
168.5,29.15,Female,82.8
153.0,32.9,Female,77.0
164.5,21.97,Female,59.5
158.8,29.84,Female,75.2
164.0,26.67,Female,71.7
169.0,30.03,Female,85.8
157.7,29.02,Female,72.2
157.9,19.7,Female,49.1
167.9,22.39,Female,63.1
167.4,23.76,Female,66.6
166.5,20.55,Female,57.0
161.6,26.04,Female,68.0
161.0,19.59,Female,50.8
166.9,24.67,Female,68.7
167.9,26.83,Female,75.6
164.3,26.94,Female,72.7
172.1,22.92,Female,67.9
160.7,28.8,Female,74.4
159.6,25.82,Female,65.8
163.5,27.97,Female,74.8
162.4,28.77,Female,75.9
165.5,23.63,Female,64.7
166.6,20.47,Female,56.8
166.4,23.83,Female,66.0
173.4,25.98,Female,78.1
168.9,30.66,Female,87.5
174.0,27.09,Female,82.0
155.3,24.02,Female,57.9
175.8,31.58,Female,97.6
166.6,25.53,Female,70.9
168.5,30.11,Female,85.5
163.9,31.55,Female,84.8
156.8,22.45,Female,55.2
167.9,28.04,Female,79.0
163.4,20.45,Female,54.6
162.3,27.17,Female,71.6
159.9,25.48,Female,65.1
168.9,28.2,Female,80.4
160.1,27.06,Female,69.4
166.8,26.93,Female,74.9
178.0,29.72,Female,94.2
159.4,25.05,Female,63.6
161.2,27.71,Female,72.0
167.4,18.71,Female,52.4
152.0,28.63,Female,66.1
163.0,28.73,Female,76.3
163.8,27.95,Female,75.0
162.2,22.24,Female,58.5
175.6,23.57,Female,72.7
173.0,26.25,Female,78.6
169.7,24.61,Female,70.9
166.9,27.82,Female,77.5
171.9,28.12,Female,83.1
165.6,28.93,Female,79.3
171.2,21.65,Female,63.5
170.5,26.09,Female,75.8
171.6,23.04,Female,67.8
170.0,26.1,Female,75.4
162.5,26.66,Female,70.4
174.2,22.3,Female,67.7
164.7,25.47,Female,69.1
176.0,25.6,Female,79.3
169.6,25.27,Female,72.7
163.1,21.4,Female,56.9
177.5,27.79,Female,87.6
159.6,28.04,Female,71.4
177.8,24.42,Female,77.2
165.9,21.85,Female,60.1
165.1,19.6,Female,53.4
163.5,23.65,Female,63.2
178.7,31.3,Female,100.0
170.0,29.98,Female,86.6
159.3,29.17,Female,74.0
158.4,24.33,Female,61.0
160.5,26.08,Female,67.2
160.9,31.4,Female,81.3
167.7,26.24,Female,73.8
160.5,26.17,Female,67.4
173.4,26.15,Female,78.6
170.4,27.22,Female,79.0
168.9,29.63,Female,84.5
167.2,34.39,Female,96.1
155.6,24.82,Female,60.1
163.2,22.57,Female,60.1
167.1,27.42,Female,76.6
163.2,26.32,Female,70.1
161.1,31.24,Female,81.1
171.5,25.31,Female,74.4
152.6,26.61,Female,62.0
168.8,29.58,Female,84.3
174.9,24.55,Female,75.1
162.1,25.76,Female,67.7
165.8,29.33,Female,80.6
168.0,24.43,Female,69.0
168.9,32.03,Female,91.4
163.3,30.22,Female,80.6
160.1,23.94,Female,61.4
154.0,31.39,Female,74.4
159.9,25.11,Female,64.2
166.2,27.83,Female,76.9
161.7,26.88,Female,70.3
156.7,27.71,Female,68.0
168.9,26.63,Female,76.0
171.2,30.61,Female,89.7
157.6,26.04,Female,64.7
166.0,20.63,Female,56.8
167.9,27.48,Female,77.5
172.9,26.64,Female,79.6
172.2,25.0,Female,74.1
158.3,21.52,Female,53.9
171.5,22.33,Female,65.7
168.7,31.95,Female,90.9
162.0,31.79,Female,83.4
165.5,25.16,Female,68.9
157.9,20.38,Female,50.8
176.0,27.08,Female,83.9
157.4,27.48,Female,68.1
175.6,27.59,Female,85.1
159.8,15.54,Female,39.7
174.8,31.34,Female,95.8
160.9,23.68,Female,61.3
163.2,26.09,Female,69.5
163.5,26.24,Female,70.1
170.9,27.53,Female,80.4
160.0,27.98,Female,71.6
166.7,24.52,Female,68.1
169.2,27.08,Female,77.5
174.3,24.07,Female,73.1
157.6,31.3,Female,77.7
168.1,26.53,Female,75.0
172.6,20.26,Female,60.4
167.2,21.11,Female,59.0
165.6,19.52,Female,53.5
166.3,22.92,Female,63.4
158.6,22.87,Female,57.5
169.9,30.61,Female,88.4
175.7,22.75,Female,70.2
154.7,28.7,Female,68.7
163.0,25.66,Female,68.2
163.5,29.04,Female,77.6
169.4,23.41,Female,67.2
173.1,29.84,Female,89.4
162.9,28.76,Female,76.3
165.3,26.07,Female,71.2
166.1,25.65,Female,70.8
162.3,16.5,Female,43.5
175.9,24.64,Female,76.2
177.4,17.75,Female,55.9
162.7,27.39,Female,72.5
167.4,22.26,Female,62.4
160.4,25.54,Female,65.7
172.7,26.65,Female,79.5
151.9,19.66,Female,45.4
163.9,33.68,Female,90.5
162.6,23.8,Female,62.9
155.8,24.47,Female,59.4
167.3,29.47,Female,82.5
159.3,19.54,Female,49.6
163.3,28.39,Female,75.7
152.6,22.95,Female,53.4
154.3,21.04,Female,50.1
160.6,18.41,Female,47.5
165.5,28.4,Female,77.8
167.3,33.33,Female,93.3
157.0,27.92,Female,68.8
160.5,24.57,Female,63.3
158.7,19.11,Female,48.1
158.0,28.24,Female,70.5
164.4,24.48,Female,66.2
164.4,29.15,Female,78.8
162.2,19.72,Female,51.9
166.3,31.79,Female,87.9
150.5,22.03,Female,49.9
167.8,25.09,Female,70.6
162.8,26.11,Female,69.2
173.5,27.89,Female,84.0
166.8,26.82,Female,74.6
168.8,26.59,Female,75.8
164.6,24.89,Female,67.4
163.9,23.71,Female,63.7
166.7,21.36,Female,59.4
157.3,22.99,Female,56.9
168.3,26.22,Female,74.3
157.0,27.81,Female,68.5
163.2,22.16,Female,59.0
163.9,29.01,Female,77.9
174.4,31.18,Female,94.8
160.7,27.23,Female,70.3
166.2,28.11,Female,77.6
171.7,21.59,Female,63.6
170.1,30.25,Female,87.5
161.3,22.51,Female,58.6
167.8,23.24,Female,65.4
163.2,28.23,Female,75.2
168.6,26.94,Female,76.6
171.2,26.98,Female,79.1
155.9,24.6,Female,59.8
165.1,21.08,Female,57.5
168.2,18.77,Female,53.1
160.0,27.1,Female,69.4
157.1,21.74,Female,53.7
168.5,29.62,Female,84.1
159.5,25.09,Female,63.8
160.4,24.21,Female,62.3
159.8,26.89,Female,68.7
170.2,26.09,Female,75.6
166.4,28.78,Female,79.7
178.7,26.09,Female,83.3
164.2,24.34,Female,65.6
168.0,30.03,Female,84.8
160.8,26.3,Female,68.0
164.2,21.07,Female,56.8
161.4,30.91,Female,80.5
162.8,27.22,Female,72.1
168.8,27.84,Female,79.3
172.3,23.08,Female,68.5
164.5,22.23,Female,60.2
153.7,30.29,Female,71.6
164.1,24.31,Female,65.5
162.4,25.58,Female,67.5
158.9,31.34,Female,79.1
157.8,26.93,Female,67.1
153.1,23.77,Female,55.7
165.1,30.5,Female,83.1
173.5,22.27,Female,67.0
157.4,22.99,Female,57.0
170.0,22.48,Female,65.0
161.9,26.83,Female,70.3
165.1,27.66,Female,75.4
157.7,27.16,Female,67.5
171.1,37.34,Female,109.3
172.8,31.5,Female,94.1
169.8,29.47,Female,85.0
162.3,22.95,Female,60.5
166.3,22.78,Female,63.0
165.5,28.37,Female,77.7
161.4,27.68,Female,72.1
164.5,25.21,Female,68.2
164.7,28.99,Female,78.6
165.0,28.09,Female,76.5
163.5,31.78,Female,85.0
165.8,26.38,Female,72.5
152.6,24.63,Female,57.4
166.5,23.66,Female,65.6
160.9,25.91,Female,67.1
159.7,27.06,Female,69.0
165.7,29.28,Female,80.4
152.3,22.86,Female,53.0
157.6,26.09,Female,64.8
177.4,32.78,Female,103.2
157.7,27.35,Female,68.0
156.6,26.16,Female,64.2
170.5,22.53,Female,65.5
175.2,23.29,Female,71.5
163.5,21.15,Female,56.5
163.6,26.11,Female,69.9
155.4,21.06,Female,50.9
162.3,20.99,Female,55.3
156.3,26.29,Female,64.2
166.0,32.56,Female,89.7
167.3,20.15,Female,56.4
164.5,33.05,Female,89.4
161.2,26.85,Female,69.8
172.1,23.81,Female,70.5
159.3,32.71,Female,83.0
158.8,25.21,Female,63.6
172.4,30.62,Female,91.0
168.5,28.94,Female,82.2
179.4,28.43,Female,91.5
175.7,26.26,Female,81.1
172.7,25.03,Female,74.7
171.7,22.73,Female,67.0
155.9,22.47,Female,54.6
160.2,27.7,Female,71.1
170.1,28.19,Female,81.6
157.7,27.05,Female,67.3
167.0,25.35,Female,70.7
169.3,21.38,Female,61.3
156.8,20.91,Female,51.4
167.3,28.39,Female,79.5
157.6,32.9,Female,81.7
170.3,25.47,Female,73.9
176.9,33.16,Female,103.8
161.3,30.65,Female,79.7
179.9,24.9,Female,80.6
170.0,33.13,Female,95.7
165.3,26.93,Female,73.6
148.2,21.13,Female,46.4
173.8,22.83,Female,69.0
165.0,34.17,Female,93.0
173.8,26.82,Female,81.0
178.9,30.64,Female,98.1
172.6,26.88,Female,80.1
167.7,22.08,Female,62.1
175.3,27.52,Female,84.6
161.2,32.01,Female,83.2
168.1,24.9,Female,70.4
162.7,26.93,Female,71.3
161.9,25.86,Female,67.8
163.6,27.88,Female,74.6
170.6,29.65,Female,86.3
169.8,22.61,Female,65.2
164.3,27.48,Female,74.2
172.8,23.88,Female,71.3
162.0,27.49,Female,72.1
162.7,29.29,Female,77.5
173.0,22.0,Female,65.8
160.1,25.17,Female,64.5
163.4,27.88,Female,74.4
167.6,22.96,Female,64.5
154.4,27.5,Female,65.6
161.1,32.68,Female,84.8
168.4,25.73,Female,73.0
175.5,28.08,Female,86.5
167.7,25.21,Female,70.9
173.3,29.72,Female,89.3
151.8,28.92,Female,66.6
151.0,23.97,Female,54.7
166.1,33.36,Female,92.0
185.0,32.41,Female,110.9
169.1,28.27,Female,80.8
150.7,25.74,Female,58.5
165.9,29.21,Female,80.4
173.1,25.18,Female,75.4
165.3,27.46,Female,75.0
164.2,28.66,Female,77.3
187.3,28.32,Female,99.4
170.1,28.69,Female,83.0
165.7,26.93,Female,73.9
144.4,27.43,Female,57.2
159.1,27.13,Female,68.7
165.3,22.32,Female,61.0
171.7,25.22,Female,74.4
177.5,25.62,Female,80.7
166.6,27.68,Female,76.8
165.0,32.74,Female,89.1
164.3,26.2,Female,70.7
165.4,22.03,Female,60.3
181.5,25.75,Female,84.8
168.1,25.45,Female,71.9
173.1,28.8,Female,86.3
162.9,22.54,Female,59.8
171.6,25.16,Female,74.1
169.1,23.75,Female,67.9
154.1,28.86,Female,68.5
171.3,25.95,Female,76.1
169.8,30.35,Female,87.5
176.6,28.19,Female,87.9
164.7,20.71,Female,56.2
174.9,24.45,Female,74.8
167.3,35.61,Female,99.7
159.6,26.15,Female,66.6
176.3,22.41,Female,69.7
169.6,25.21,Female,72.5
168.9,27.74,Female,79.1
169.0,30.93,Female,88.3
153.5,27.76,Female,65.4
177.7,24.11,Female,76.1
167.3,16.74,Female,46.9
179.2,24.56,Female,78.9
156.4,26.6,Female,65.1
158.7,27.58,Female,69.5
172.5,27.05,Female,80.5
175.8,32.84,Female,101.5
161.5,27.16,Female,70.8
165.3,21.05,Female,57.5
164.0,22.12,Female,59.5
167.9,18.72,Female,52.8
170.6,26.45,Female,77.0
162.5,27.51,Female,72.6
166.5,25.97,Female,72.0
173.2,26.56,Female,79.7
164.9,20.77,Female,56.5
177.1,21.13,Female,66.3
173.4,30.19,Female,90.8
161.6,29.11,Female,76.0
169.2,20.94,Female,59.9
168.6,28.43,Female,80.8
166.4,29.86,Female,82.7
157.4,21.42,Female,53.1
157.1,23.43,Female,57.8
158.9,27.16,Female,68.6
165.6,26.12,Female,71.6
161.4,30.59,Female,79.7
163.3,29.61,Female,79.0
157.9,30.89,Female,77.0
158.1,24.78,Female,61.9
160.9,23.19,Female,60.0
172.4,29.78,Female,88.5
161.2,26.1,Female,67.8
165.7,24.96,Female,68.5
165.8,28.24,Female,77.6
167.6,27.77,Female,78.0
167.3,24.01,Female,67.2
153.3,25.04,Female,58.8
161.5,24.18,Female,63.1
154.1,22.29,Female,52.9
161.6,31.86,Female,83.2
159.3,27.01,Female,68.5
175.1,23.94,Female,73.4
170.2,26.47,Female,76.7
165.5,29.15,Female,79.8
168.6,23.47,Female,66.7
155.2,32.37,Female,78.0
162.1,26.55,Female,69.8
168.3,21.89,Female,62.0
173.4,20.64,Female,62.1
168.3,28.29,Female,80.1
161.6,25.98,Female,67.8
164.3,25.61,Female,69.1
157.0,35.45,Female,87.4
166.2,24.72,Female,68.3
158.3,26.74,Female,67.0
164.0,27.18,Female,73.1
175.4,22.79,Female,70.1
177.7,27.07,Female,85.5
153.7,29.15,Female,68.9
167.8,27.39,Female,77.1
156.4,22.92,Female,56.1
168.6,29.82,Female,84.8
164.2,22.9,Female,61.7
168.8,26.6,Female,75.8
172.7,21.75,Female,64.9
182.2,24.82,Female,82.4
163.9,15.95,Female,42.8
173.9,25.57,Female,77.3
167.3,27.46,Female,76.9
162.5,27.68,Female,73.1
164.3,24.27,Female,65.5
167.0,28.59,Female,79.7
179.1,22.17,Female,71.1
171.3,32.17,Female,94.4
168.8,26.42,Female,75.3
171.4,27.56,Female,81.0
171.5,25.46,Female,74.9
168.2,26.62,Female,75.3
174.7,25.31,Female,77.2
165.5,25.1,Female,68.7
162.9,26.35,Female,69.9
182.4,24.11,Female,80.2
153.7,18.88,Female,44.6
162.3,28.8,Female,75.9
149.8,26.66,Female,59.8
172.3,26.09,Female,77.5
170.3,27.03,Female,78.4
161.6,17.95,Female,46.9
168.0,25.11,Female,70.9
166.0,25.78,Female,71.0
171.6,28.59,Female,84.2
163.7,30.6,Female,82.0
164.1,27.66,Female,74.5
155.2,25.21,Female,60.7
164.0,26.81,Female,72.1
168.0,27.91,Female,78.8
169.4,23.73,Female,68.1
165.5,23.26,Female,63.7
158.9,27.42,Female,69.2
169.9,27.57,Female,79.6
162.5,21.44,Female,56.6
167.8,27.48,Female,77.4
161.2,28.54,Female,74.2
175.6,28.02,Female,86.4
160.7,25.96,Female,67.0
160.3,22.66,Female,58.2
165.8,27.13,Female,74.6
160.2,38.67,Female,99.2
170.3,33.72,Female,97.8
163.2,25.35,Female,67.5
175.9,27.81,Female,86.0
168.3,26.85,Female,76.1
156.3,24.63,Female,60.2
170.1,18.04,Female,52.2
170.0,26.17,Female,75.6
163.2,28.67,Female,76.4
156.3,24.93,Female,60.9
159.1,19.59,Female,49.6
164.6,27.86,Female,75.5
177.4,29.19,Female,91.9
178.8,26.67,Female,85.3
164.5,27.38,Female,74.1
145.2,25.61,Female,54.0
174.5,25.32,Female,77.1
169.2,24.39,Female,69.8
177.8,29.66,Female,93.8
171.3,22.14,Female,65.0
164.2,27.94,Female,75.3
173.1,29.56,Female,88.6
167.1,22.06,Female,61.6
178.1,26.79,Female,85.0
170.7,20.14,Female,58.7
174.1,23.71,Female,71.9
180.9,20.26,Female,66.3
169.6,28.16,Female,81.0
159.4,33.43,Female,84.9
157.5,31.44,Female,78.0
170.2,22.69,Female,65.7
174.6,33.96,Female,103.5
173.6,27.05,Female,81.5
149.1,19.26,Female,42.8
156.1,34.4,Female,83.8
166.7,27.46,Female,76.3
174.1,23.27,Female,70.5
168.1,29.17,Female,82.4
162.9,30.29,Female,80.4
177.7,25.55,Female,80.7
169.5,26.92,Female,77.3
162.5,16.28,Female,43.0
155.5,29.21,Female,70.6
161.8,25.26,Female,66.1
162.1,30.46,Female,80.0
165.2,28.53,Female,77.9
162.6,26.98,Female,71.3
170.0,25.34,Female,73.2
156.1,24.37,Female,59.4
169.8,32.44,Female,93.5
161.6,29.2,Female,76.3
172.1,26.35,Female,78.0
171.4,26.22,Female,77.0
158.6,29.2,Female,73.4
169.0,23.13,Female,66.1
170.7,30.96,Female,90.2
176.1,22.69,Female,70.4
168.2,24.68,Female,69.8
164.0,32.61,Female,87.7
171.4,28.64,Female,84.1
172.6,18.28,Female,54.5
170.6,29.37,Female,85.5
174.6,25.75,Female,78.5
164.0,30.01,Female,80.7
175.8,24.28,Female,75.0
165.3,24.94,Female,68.1
163.0,25.22,Female,67.0
167.4,25.03,Female,70.1
162.4,30.87,Female,81.4
165.8,26.16,Female,71.9
168.0,23.62,Female,66.7
162.6,21.35,Female,56.4
171.9,28.61,Female,84.5
159.6,33.02,Female,84.1
166.3,24.38,Female,67.4
165.9,26.09,Female,71.8
161.9,25.75,Female,67.5
167.3,28.91,Female,80.9
169.7,17.43,Female,50.2
167.7,30.32,Female,85.3
157.8,17.56,Female,43.7
159.7,26.28,Female,67.0
169.2,24.91,Female,71.3
163.1,30.88,Female,82.1
169.1,22.54,Female,64.5
171.0,27.41,Female,80.1
171.3,28.68,Female,84.2
170.5,31.96,Female,92.9
160.5,25.9,Female,66.7
168.6,25.98,Female,73.9
174.8,24.38,Female,74.5
167.3,27.43,Female,76.8
181.3,36.31,Female,119.3
157.9,29.61,Female,73.8
164.0,27.04,Female,72.7
170.0,32.45,Female,93.8
161.7,22.12,Female,57.8
165.8,28.19,Female,77.5
167.7,24.66,Female,69.4
168.5,26.91,Female,76.4
164.0,27.65,Female,74.4
161.3,26.89,Female,70.0
176.5,20.43,Female,63.6
158.6,24.58,Female,61.8
174.9,31.87,Female,97.5
165.9,17.72,Female,48.8
169.6,26.51,Female,76.3
158.1,18.21,Female,45.5
174.7,23.08,Female,70.4
168.0,25.87,Female,73.0
161.4,24.44,Female,63.7
161.5,22.12,Female,57.7
175.0,20.08,Female,61.5
176.6,29.44,Female,91.8
170.3,27.53,Female,79.8
164.1,24.23,Female,65.2
167.9,24.95,Female,70.3
165.2,24.56,Female,67.0
158.6,26.64,Female,67.0
162.6,28.27,Female,74.7
164.2,29.84,Female,80.5
165.8,23.84,Female,65.5
165.0,20.42,Female,55.6
162.6,25.55,Female,67.6
167.1,26.92,Female,75.2
166.3,23.21,Female,64.2
178.7,24.17,Female,77.2
168.3,29.43,Female,83.4
163.5,29.36,Female,78.5
162.9,23.62,Female,62.7
174.3,34.21,Female,103.9
169.1,31.07,Female,88.8
163.8,25.15,Female,67.5
174.1,26.03,Female,78.9
162.6,32.25,Female,85.3
170.3,19.36,Female,56.1
173.8,28.34,Female,85.6
165.9,25.02,Female,68.9
161.8,26.45,Female,69.2
165.1,23.38,Female,63.7
150.8,32.4,Female,73.7
161.7,27.22,Female,71.2
157.0,24.89,Female,61.4
174.4,30.79,Female,93.6
157.1,21.13,Female,52.1
159.1,26.18,Female,66.3
166.9,26.52,Female,73.9
171.5,24.36,Female,71.6
174.5,27.73,Female,84.4
153.2,30.96,Female,72.7
151.8,25.59,Female,59.0
167.5,25.68,Female,72.0
164.5,29.68,Female,80.3
161.6,25.23,Female,65.9
163.3,24.48,Female,65.3
164.3,29.68,Female,80.1
177.8,25.35,Female,80.1
171.3,26.32,Female,77.2
174.9,24.35,Female,74.5
162.1,28.15,Female,74.0
163.5,24.07,Female,64.3
168.0,24.0,Female,67.7
164.8,27.74,Female,75.3
166.8,29.07,Female,80.9
170.6,20.28,Female,59.0
158.9,21.3,Female,53.8
169.6,27.41,Female,78.8
163.3,25.31,Female,67.5
161.4,31.58,Female,82.3
158.8,29.83,Female,75.2
166.0,23.73,Female,65.4
174.4,30.1,Female,91.6
162.1,23.61,Female,62.0
174.5,22.03,Female,67.1
160.1,29.01,Female,74.4
163.4,21.43,Female,57.2
173.3,26.71,Female,80.2
168.3,32.33,Female,91.6
172.0,33.51,Female,99.1
175.9,24.68,Female,76.4
177.8,24.33,Female,76.9
165.2,22.62,Female,61.7
167.1,33.07,Female,92.3
166.4,22.73,Female,62.9
159.8,19.2,Female,49.0
163.7,30.16,Female,80.8
169.0,22.68,Female,64.8
161.8,22.52,Female,59.0
164.4,22.46,Female,60.7
164.2,19.25,Female,51.9
160.5,32.23,Female,83.0
171.9,26.36,Female,77.9
166.5,23.1,Female,64.0
169.9,23.63,Female,68.2
163.1,30.76,Female,81.8
154.2,26.27,Female,62.5
167.3,25.85,Female,72.4
159.0,27.57,Female,69.7
179.9,21.14,Female,68.4
182.9,28.59,Female,95.6
153.9,26.9,Female,63.7
157.7,23.41,Female,58.2
165.1,28.78,Female,78.4
164.6,26.66,Female,72.2
173.7,26.97,Female,81.4
164.5,24.69,Female,66.8
165.3,30.28,Female,82.7
158.5,30.69,Female,77.1
174.8,26.59,Female,81.2
161.8,33.2,Female,86.9
159.1,20.44,Female,51.7
160.6,25.67,Female,66.2
164.2,28.99,Female,78.2
163.4,25.05,Female,66.9
161.5,30.73,Female,80.2
157.8,26.83,Female,66.8
170.6,25.4,Female,73.9
161.7,29.8,Female,77.9
157.7,30.89,Female,76.8
161.5,28.04,Female,73.1
169.6,28.16,Female,81.0
164.1,23.85,Female,64.2
157.8,22.61,Female,56.3
169.5,28.61,Female,82.2
154.4,28.03,Female,66.8
169.0,28.0,Female,80.0
162.3,25.29,Female,66.6
173.7,23.05,Female,69.5
154.8,20.71,Female,49.6
168.1,26.88,Female,76.0
164.4,18.81,Female,50.8
157.8,29.86,Female,74.4
170.8,21.25,Female,62.0
161.3,26.06,Female,67.8
156.5,27.25,Female,66.7
171.7,33.72,Female,99.4
167.7,26.25,Female,73.8
177.7,29.13,Female,92.0
167.7,27.79,Female,78.2
150.7,24.13,Female,54.8
159.2,19.39,Female,49.1
169.7,33.72,Female,97.1
155.2,29.71,Female,71.6
173.5,24.16,Female,72.7
156.5,22.91,Female,56.1
156.2,31.48,Female,76.8
164.1,25.3,Female,68.1
167.6,29.72,Female,83.5
168.4,26.07,Female,73.9
171.4,28.93,Female,85.0
162.2,20.21,Female,53.2
176.0,29.22,Female,90.5
165.8,26.55,Female,73.0
181.5,24.26,Female,79.9
168.4,25.29,Female,71.7
160.2,26.49,Female,68.0
161.3,24.09,Female,62.7
160.5,28.06,Female,72.3
162.1,23.84,Female,62.6
163.6,26.03,Female,69.7
155.4,30.25,Female,73.1
167.3,27.13,Female,75.9
155.8,30.65,Female,74.4
170.2,28.45,Female,82.4
169.0,20.83,Female,59.5
165.6,30.22,Female,82.9
167.8,24.02,Female,67.6
170.7,30.34,Female,88.4
159.4,28.57,Female,72.6
179.3,32.93,Female,105.9
162.4,27.76,Female,73.2
173.1,27.58,Female,82.6
175.8,30.62,Female,94.6
163.4,22.57,Female,60.3
166.9,29.88,Female,83.2
166.4,25.55,Female,70.7
162.8,30.06,Female,79.7
157.5,25.99,Female,64.5
157.3,18.56,Female,45.9
161.2,28.95,Female,75.2
167.7,29.83,Female,83.9
166.4,21.62,Female,59.9
154.6,32.95,Female,78.8
166.3,23.72,Female,65.6
164.1,28.41,Female,76.5
173.3,27.32,Female,82.0
172.0,26.12,Female,77.3
177.8,22.33,Female,70.6
164.3,27.51,Female,74.3
175.6,26.66,Female,82.2
169.1,29.13,Female,83.3
165.9,29.13,Female,80.2
172.4,24.62,Female,73.2
158.9,29.83,Female,75.3
167.8,22.1,Female,62.2
170.5,21.67,Female,63.0
178.7,23.01,Female,73.5
179.0,28.76,Female,92.1
164.5,22.1,Female,59.8
147.0,26.7,Female,57.7
168.3,20.62,Female,58.4
159.5,30.54,Female,77.7
169.7,19.75,Female,56.9
170.2,27.46,Female,79.5
168.8,28.29,Female,80.6
159.6,27.85,Female,70.9
170.0,25.76,Female,74.4
158.2,29.06,Female,72.7
172.4,30.08,Female,89.4
172.1,25.17,Female,74.5
166.0,28.31,Female,78.0
165.0,21.77,Female,59.3
166.0,30.13,Female,83.0
169.0,27.02,Female,77.2
171.6,29.7,Female,87.5
171.3,28.06,Female,82.3
160.7,33.02,Female,85.3
177.6,26.09,Female,82.3
161.9,25.87,Female,67.8
